"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Cellular Processes","Cell motility","hsa04820","Cytoskeleton in muscle cells","144/3519","233/9436",0.618025751072961,1.65720118986202,7.83323925389406,1.46404657597524e-14,5.08024161863408e-12,2.92809315195048e-12,"832/3339/127294/84676/9672/2275/255631/1301/7170/4000/480/481/7135/1465/25802/4608/3930/84033/58/4811/88/56776/8516/10529/3688/118461/288/84665/7414/11155/9124/4892/7140/8048/6712/8082/3678/3679/1466/1634/4604/4633/81624/1282/1284/22795/23002/23224/161176/64423/7057/825/2200/29767/29766/83660/7168/22801/4629/6645/4628/8735/4621/3674/752/4635/3690/3675/6442/1277/3691/8736/284217/1837/57731/1158/79784/6382/57159/6711/72/2274/4703/114793/3694/129446/3655/3676/1281/1290/2335/1286/1293/6640/1299/1291/1292/4627/25777/2192/2199/79188/3680/1605/7134/22989/3693/256076/131873/4636/10611/287/171024/51778/3672/3673/1462/4001/2201/8572/1729/6444/9260/23500/3908/23345/7058/60/2006/1278/830/7791/9172/137868/64236/84675/6383/6641/5339/7094/7111/85301/1289/1756",144
"Cellular Processes","Cellular community - eukaryotes","hsa04510","Focal adhesion","128/3519","203/9436",0.630541871921182,1.6907624619063,7.67246879699647,5.08666031513784e-14,8.82535564676414e-12,5.08666031513784e-12,"998/3725/10451/63923/7143/3915/3918/4660/3914/824/10000/8516/3688/5599/7414/1793/3265/3611/55742/595/5058/894/7450/2012/3678/3679/4659/3479/4633/5829/2321/1282/1284/394/87/5228/7057/56924/399694/83660/5604/22801/5923/3480/5579/9564/1398/7448/3674/3690/3675/1277/5578/3691/103910/284217/3909/596/7409/81/2909/54776/9475/6654/3694/3655/3676/2335/1286/1293/85366/3911/1299/1291/1292/5594/5880/5155/29780/859/5894/3680/1499/387/2317/2932/4638/3693/256076/131873/5291/5290/5062/4636/5156/3791/5602/6696/1950/56034/3672/3673/5295/1729/5159/7148/2534/3910/3908/7058/60/1956/1278/93408/5649/3912/4233/7791/5747/7094/53358/3371/10319/2889/7410/5063/331/2316",128
"Human Diseases","Cancer: overview","hsa05205","Proteoglycans in cancer","122/3519","204/9436",0.598039215686274,1.60360842262452,6.72128448969907,3.74166381398339e-11,4.11495866562551e-09,2.37173410122508e-09,"2475/3339/998/6548/5567/10451/7482/356/4660/7042/7483/89780/10000/3688/288/5328/355/51196/60495/27250/3265/3481/22800/960/595/2017/5058/5962/23365/81029/3845/3709/7480/1975/3678/4193/10818/4659/4060/1634/3479/5829/388112/7057/5604/8826/3480/7023/5579/4313/5336/7448/6774/2535/7473/7484/3690/1277/1655/5578/4087/7409/9138/5329/6237/54776/9475/6382/6654/8324/2066/2335/117581/4318/7074/5594/7078/3708/859/5894/1499/387/7474/3059/3693/22808/5291/5290/3791/10855/287/817/2247/2549/7097/29102/3673/5295/3593/5603/1026/2099/60/7291/816/1956/8326/8321/1278/4233/7472/51384/6469/2260/286/6383/5747/1514/5727/7410/4478/2316",122
"Environmental Information Processing","Signal transduction","hsa04151","PI3K-Akt signaling pathway","195/3519","362/9436",0.538674033149171,1.44442403432668,6.64939658856367,4.74346820245016e-11,4.11495866562551e-09,2.37173410122508e-09,"2475/1969/9048/3716/55970/23566/5586/1435/4803/117145/3570/4914/356/63923/7143/3915/3918/3914/2786/10000/3559/8516/3688/5979/118788/3265/3481/627/90993/595/5519/894/4908/7450/2998/3845/1975/3678/3679/4193/4254/3479/2254/2322/2321/1282/1284/55012/54331/5529/5228/5527/7057/10681/5604/22801/3480/3566/5934/7531/146850/23533/7448/672/3674/3690/2793/4804/3675/1277/5578/3691/57521/284217/3909/23239/596/6794/84699/5585/898/94235/2323/5518/10971/6654/7039/3694/3655/3676/1385/2066/2335/1286/9470/1293/598/10110/7529/5105/3911/1299/3454/1291/1292/5594/5008/5155/468/5894/3680/9223/2932/3693/256076/131873/5523/5291/5290/59345/5522/5156/3791/2069/374/2250/6696/1977/4790/1950/3558/2247/7097/56034/5618/3575/9180/2690/3672/3673/5295/2149/1946/2246/5521/1436/5159/2264/7148/1026/2309/3910/3908/4602/7058/3569/9586/1956/7532/9863/1021/1278/2783/5649/5294/3912/4233/1129/64764/4846/285/5520/1978/2260/3551/100533105/23678/3574/7534/284/5747/3717/3456/3448/3442/3439/7010/4915/1902/3371/29941/10319/7248/6256/8823",195
"Organismal Systems","Development and regeneration","hsa04360","Axon guidance","111/3519","184/9436",0.603260869565217,1.61760999295749,6.52431941306099,1.36559274929829e-10,9.47721368013014e-09,5.46237099719317e-09,"5590/1969/998/2046/2048/2773/10500/23380/5362/55740/3688/8829/56288/6387/219699/6585/57715/3983/3265/3611/57689/5058/7225/23365/64221/81029/3845/57522/10154/59277/54434/7223/1948/4776/56924/80031/4756/10509/4775/5336/85464/5578/103910/6237/9475/151449/56896/10505/54910/8440/7852/659/2043/25791/4773/655/5594/5880/9901/5894/387/6405/7474/6092/6091/2042/91653/2932/54437/5361/6259/2047/4690/5291/5290/2049/5062/4636/84448/9353/658/5530/817/9037/5295/1946/57556/22885/6586/90249/2534/816/3984/2770/10512/9723/10371/223117/4233/91584/2041/6469/5533/1808/5747/10507/5727/5998/25/84628/5063",111
"Environmental Information Processing","Signal transduction","hsa04015","Rap1 signaling pathway","124/3519","212/9436",0.584905660377358,1.56839153490218,6.45484303285474,2.00724019358425e-10,1.04789395454023e-08,6.03973460830105e-09,"5590/1969/5909/998/23566/10451/2773/1435/260425/4803/83593/55740/57568/10000/3688/56288/51196/3265/1500/5331/1813/3845/10411/4254/3479/2254/2321/5587/26037/5228/51466/7057/5330/83660/5604/3480/115/2903/5579/27040/3684/113/2775/999/9564/1398/136/5606/3674/3690/8631/4804/5578/5608/7409/9002/23094/25865/6237/2357/375189/109/25780/23683/11069/9855/23236/5332/2778/7074/5594/135/5880/5155/5894/1499/387/9223/111/22808/5291/5028/5584/5290/5156/3791/2250/1950/2247/56034/9693/2533/5295/2149/1946/51735/64411/2246/1436/5159/2264/5603/4301/60/9771/5898/107/1956/9863/2770/889/9732/4233/285/2260/284/114/7010/7094/2776/1902/2889/7410/8823",124
"Human Diseases","Cardiovascular disease","hsa05412","Arrhythmogenic right ventricular cardiomyopathy","61/3519","86/9436",0.709302325581395,1.90195417567094,6.4797417098166,2.11390711290537e-10,1.04789395454023e-08,6.03973460830105e-09,"4000/779/88/6262/8516/783/3688/29119/6934/93589/775/8082/784/3678/3679/488/4842/6547/22801/10368/6645/489/782/3674/3690/3675/6442/786/3691/284217/1000/1837/59285/6546/1496/83439/785/3694/3655/3676/6640/859/3680/1499/1605/9254/776/3693/51176/3672/3673/6932/1495/6444/2697/3908/60/781/137868/6641/1756",61
"Cellular Processes","Cell motility","hsa04810","Regulation of actin cytoskeleton","133/3519","232/9436",0.573275862068966,1.5372068867527,6.38891426123175,2.9218816435475e-10,1.26736616288873e-08,7.30470410886875e-09,"998/6548/731/732/55970/10451/128239/4660/55740/10000/8516/5305/3688/6387/7414/1793/3265/22800/1132/5058/5962/23365/3845/3678/3679/4659/54434/4633/5829/2254/221178/81624/8874/87/624/623/23191/1133/56924/5604/22801/8826/4629/3684/3687/3681/9564/1398/3682/4628/85464/8396/3674/3690/3675/10672/3691/103910/7409/81/9138/2909/6237/79784/54776/9475/81553/375189/6654/10096/50649/7852/3694/3655/3676/10787/10152/200576/2335/85366/7074/5594/4627/5880/5155/5894/3680/387/4638/3693/22808/5291/5290/5062/4636/5156/2250/1950/2247/56034/730/729/3672/3673/5295/10788/2149/1729/2246/5159/2264/8936/60/85477/1956/3984/10095/93408/1129/653857/57180/2260/51571/5747/89846/1902/2934/81873/7410/2245/4478/8823/5063",133
"Human Diseases","Infectious disease: viral","hsa05165","Human papillomavirus infection","178/3519","333/9436",0.534534534534535,1.43332420229266,6.20829853764015,7.65581229637595e-10,2.95174096315828e-08,1.70129162141688e-08,"57801/5590/390992/54626/2475/23352/998/3065/26508/10207/3716/5567/7482/4853/356/63923/7143/3915/3918/5743/3914/7483/89780/10000/8516/3688/56288/355/6934/3265/90993/595/1740/472/5519/81029/894/7450/7132/3845/101927180/7480/3678/3679/29110/4193/5829/8638/23545/8900/2308/1282/1284/55012/387332/5529/64398/5527/7187/7057/5604/22801/527/1387/5934/1856/84667/7448/535/27175/3674/2535/7473/7484/3690/3675/1277/8313/3993/3691/284217/3909/84699/4854/898/581/5518/5610/6654/90423/83439/3694/3655/3676/6772/8324/1385/2335/1286/1293/182/1869/2778/3911/1299/3454/4600/1291/1292/5594/2033/5894/3680/1499/7474/9223/523/2932/3693/256076/131873/5523/5291/545/5584/5290/1739/5522/3516/6696/4790/1950/3672/3673/5295/3659/6932/5521/1452/5159/8992/3135/534/7148/1026/3910/3908/9519/7058/9586/1956/8326/8321/1021/1278/5649/3912/7472/51384/64764/50617/5520/1978/3551/51606/245972/528/5747/3456/3448/3442/3439/4799/3371/10319/7248/4851/1741",178
"Human Diseases","Infectious disease: bacterial","hsa05131","Shigellosis","141/3519","253/9436",0.557312252964427,1.49440136941527,6.14720129213585,1.22393208031761e-09,4.24704431870212e-08,2.44786416063523e-08,"2475/998/3725/11146/9181/7188/7100/824/10000/3688/5599/7321/80201/3098/7414/51196/8945/1793/664/3611/960/5331/2017/472/7132/89869/3709/440093/3678/29110/4193/4633/643246/5829/2308/4792/22863/87/5330/83660/9564/5336/1398/7314/8678/113026/10241/55062/3021/10801/9267/57521/103910/5289/596/718/81/9266/581/9475/375189/58484/5581/6233/3099/3554/3553/10096/84812/55054/4735/10616/23236/5332/598/84557/63916/5594/9978/55964/3708/387/5580/2932/3059/5291/5290/4636/3576/55752/5602/4790/7323/92610/5295/831/1437/7416/6500/7322/1729/10318/23291/8878/8737/8350/8351/8353/8968/8355/8357/8354/8356/5603/58528/6885/9474/2309/8936/23118/26100/60/9265/11335/10392/989/9844/51619/1956/10095/93408/8454/653857/57180/3551/8767/5747/3456/7094/81873/23048",141
"Environmental Information Processing","Signaling molecules and interaction","hsa04512","ECM-receptor interaction","61/3519","89/9436",0.685393258426966,1.83784336076069,6.12423032428429,1.90220564549865e-09,6.00059417261846e-08,3.45855571908845e-08,"3339/63923/7143/3915/3918/3914/8516/3688/960/7450/3678/3679/1282/1284/7057/22801/9899/2811/7448/3674/3690/3675/1277/3691/284217/3909/6382/3694/3655/3676/2335/1286/1293/3911/1299/1291/1292/3680/1605/961/3693/2815/256076/131873/80144/56955/6696/255743/3672/3673/22987/7148/3910/3908/7058/948/1278/5649/3912/3371/10319",61
"Environmental Information Processing","Signal transduction","hsa04390","Hippo signaling pathway","94/3519","157/9436",0.598726114649682,1.60545030344825,5.89939588699211,6.12725387454373e-09,1.77179757872223e-07,1.02120897909062e-07,"5590/7161/353500/10207/7482/23418/7042/7159/7483/89780/56288/29119/9231/657/8945/6934/7003/595/1740/10413/5519/81029/7004/894/7480/26524/122786/652/64398/7043/4088/999/7531/1856/2535/7473/7484/8313/3993/4087/4092/4089/5518/10971/151449/1496/83439/2736/8324/659/7529/655/4771/1454/102800317/7048/1499/8994/11186/7474/2932/25937/5584/1739/5522/166824/374/658/51176/4086/6932/1495/2246/5521/23286/23291/654/7005/653/60/8326/7532/8321/5054/7472/51384/5520/6591/392255/6788/7534/286204/1741/154796",94
"Cellular Processes","Cellular community - eukaryotes","hsa04530","Tight junction","100/3519","170/9436",0.588235294117647,1.57731975995854,5.85766507307314,7.56746977618571e-09,2.01993231718188e-07,1.16422611941319e-07,"5590/998/149461/3725/10207/5567/57530/9181/912/50848/3688/56288/5599/595/2017/1740/154810/5962/5519/644672/83700/8531/10376/7846/84790/4633/9071/64398/87/7082/4734/84952/123720/4629/55114/91862/1366/4628/3993/103910/23327/6794/23370/4218/81/79784/5518/9475/5581/10096/58538/53632/58494/7074/861/23562/150084/4771/4627/387/776/9223/3059/51421/5584/5010/9076/10686/1739/5522/5602/9693/100132463/51735/3308/5521/11346/93643/4217/49861/4301/79778/60/10095/1080/653857/51422/57180/137075/2626/5520/8777/9414/54566/81873/100288814/4478/1741/154796/57826",100
"Human Diseases","Endocrine and metabolic disease","hsa04933","AGE-RAGE signaling pathway in diabetic complications","66/3519","101/9436",0.653465346534653,1.75223046601335,5.86116902160208,8.64103848838877e-09,2.14174311105065e-07,1.23443406976982e-07,"5590/998/3725/2152/7412/7042/183/10000/5599/51196/3265/5331/595/50507/3845/2308/1282/1284/7043/5330/4088/5579/4313/5336/6347/6777/6774/113026/1277/5578/4087/4089/596/3383/581/5581/3553/1281/6772/2335/84812/1286/23236/5332/7056/5594/7048/5580/5291/185/5290/3576/5602/4790/5295/1958/1729/1906/5603/5292/3569/1278/5054/4846/3717/27035",66
"Cellular Processes","Cellular community - eukaryotes","hsa04520","Adherens junction","61/3519","93/9436",0.655913978494624,1.75879633449141,5.67091744657279,2.56056541126812e-08,5.92344131806693e-07,3.41408721502417e-07,"998/117178/81607/56288/29119/7414/10580/6934/283106/5795/1500/5787/4633/10810/4008/87/7082/4088/8826/3480/1387/999/64750/7525/103910/5797/4089/81/5819/9475/1496/83439/9855/1457/6615/5770/5594/5880/2033/7048/1499/387/11235/4636/51176/6932/1495/6885/8936/2534/4301/55698/60/83605/1956/889/57154/93408/4233/2260/6591",61
"Human Diseases","Cardiovascular disease","hsa05414","Dilated cardiomyopathy","67/3519","105/9436",0.638095238095238,1.71101638723122,5.64988965786483,2.78861498896669e-08,6.0478087573215e-07,3.48576873620836e-07,"5567/7170/4000/779/7042/183/6262/8516/783/3688/93589/775/8082/784/3678/3679/3479/488/4633/4842/6547/7043/7168/22801/115/10368/113/6645/489/782/3674/3690/3675/6442/786/3691/284217/1837/59285/109/6546/785/3694/3655/3676/6640/2778/859/3680/1605/9254/7134/776/111/3693/3672/3673/6444/5350/3908/60/107/781/137868/6641/114/1756",67
"Organismal Systems","Immune system","hsa04670","Leukocyte transendothelial migration","72/3519","116/9436",0.620689655172414,1.66434429843902,5.55193089239028,4.61817799735767e-08,9.42651626519478e-07,5.43315058512667e-07,"998/149461/7412/10451/2773/50848/4688/83593/3688/6387/29119/7414/1500/644672/7070/83700/10411/4633/5829/9071/394/87/5579/3684/4313/9564/5336/1366/5175/5578/103910/7409/3383/81/2909/9475/1496/7852/11069/3676/4318/58494/23562/4689/5880/1499/387/5291/5010/5290/9076/10686/4636/399/7294/100132463/5295/1495/3702/5603/49861/4301/60/2770/93408/137075/2185/5747/7410/100288814/4478/83692",72
"Human Diseases","Cardiovascular disease","hsa05410","Hypertrophic cardiomyopathy","62/3519","99/9436",0.626262626262626,1.67928790605687,5.23959358163399,2.48084519663665e-07,4.78251824018287e-06,2.75649466292961e-06,"7170/4000/779/7042/183/6262/8516/783/3688/93589/775/8082/784/3678/3679/3479/488/4633/4842/6547/7043/7168/22801/10368/6645/489/782/3674/3690/3675/6442/786/3691/284217/1837/59285/6546/785/3694/3655/3676/53632/6640/859/3680/1605/9254/7134/776/3693/3672/3673/6444/1906/3908/60/3569/781/51422/137868/6641/1756",62
"Environmental Information Processing","Signal transduction","hsa04020","Calcium signaling pathway","134/3519","254/9436",0.52755905511811,1.41461984771085,5.16568717965241,2.69798469335647e-07,4.92737204523523e-06,2.83998388774365e-06,"5724/5737/5567/4803/845/4914/777/779/493/57172/6262/57118/5979/6865/90550/7417/10105/3363/51196/6786/887/5331/219931/6588/775/89869/3709/5153/552/490/488/53373/4842/5027/5025/2254/2321/3356/57105/4776/6547/624/623/1139/6263/1133/5330/4916/115/2903/5579/5257/113/4775/5336/489/136/4843/113026/8913/5578/2774/773/109/6546/3973/7039/7852/5136/2066/84812/146/23236/5332/85366/4773/2778/135/5155/8911/3708/5021/491/3269/7134/776/4638/185/952/57620/5156/3791/2250/5530/1950/817/401152/2247/56034/2149/814/7416/2246/3360/154/5159/147/1812/3274/2264/7942/5350/5137/816/107/1956/5260/4233/1129/4846/3361/5533/2185/2260/7419/444/7201/114/9630/2776/4915/2925/8823/492",134
"Organismal Systems","Immune system","hsa04611","Platelet activation","74/3519","126/9436",0.587301587301587,1.57481607779988,5.00920886032058,7.27316772512471e-07,1.26189460030914e-05,7.2731677251247e-06,"5590/5567/2773/2212/5321/10000/3688/5592/6786/83706/5331/2977/23365/7450/3709/4659/10125/5330/123745/283748/83660/115/113/5336/2811/146850/23533/3674/3690/1277/10672/103910/9002/9138/5739/2909/8605/9475/109/1281/23236/5332/85366/2778/5594/3708/387/111/4638/2815/5291/5028/5584/5290/5593/2244/2982/3673/5295/2149/5603/2534/60/107/2770/1278/5294/6916/4846/4067/114/7094/2776/5742",74
"Environmental Information Processing","Signal transduction","hsa04310","Wnt signaling pathway","96/3519","174/9436",0.551724137931034,1.47941715416801,4.92227197409089,1.00407179933017e-06,1.65910911603604e-05,9.56258856504921e-06,"56998/3725/4919/5567/7482/81839/57216/59352/7483/89780/5599/22943/8945/6934/1488/283106/55366/5331/8061/595/4316/81029/894/4040/144165/7480/8549/4776/23002/440193/5330/4088/7090/1387/5579/6477/4775/1856/50964/2535/7473/7484/8313/5578/4089/79816/9475/83439/8324/1457/343637/23236/5332/4773/164284/84133/5880/1454/102800317/9978/2033/1499/387/7474/166336/2932/8607/6259/79718/5602/5530/27123/51176/817/4163/6932/6500/1452/23291/5467/23500/6885/84870/816/8326/8321/7472/51384/8454/5533/64321/340419/8840/7091/7088/4920",96
"Environmental Information Processing","Signal transduction","hsa04010","MAPK signaling pathway","152/3519","300/9436",0.506666666666667,1.35859808657763,4.86766129070116,1.11427796083472e-06,1.75752023822568e-05,1.0129799643952e-05,"1969/998/3925/6195/9048/8569/3725/1647/55970/5567/1435/4803/4914/356/777/5321/779/5778/9261/7042/11221/10000/783/1326/5979/5599/355/3265/3481/22800/627/408/5058/93589/775/4908/7132/80824/3845/784/7786/4254/1848/3479/2254/2322/2321/4293/5228/2353/7043/10125/123745/283748/5604/5607/5923/3480/23162/5579/10368/9344/4775/1398/6416/5606/4763/782/9020/4804/8913/4215/5578/786/5608/773/5536/8605/2323/6237/59285/25780/6654/8491/5495/7039/9448/3554/3553/10746/785/51776/2066/6789/5594/5880/5155/468/8911/5894/7048/9254/7867/1849/776/22808/5922/2122/9175/3556/5062/5156/3791/2069/374/2250/5602/5530/4790/1950/2247/56034/9693/5924/1946/2246/1436/5159/1843/2264/3304/5603/6885/4217/23118/4216/6196/1956/781/4233/285/5533/1846/2260/3551/6788/284/7010/4915/6197/8823/2316",152
"Organismal Systems","Endocrine system","hsa04928","Parathyroid hormone synthesis, secretion and action","68/3519","115/9436",0.591304347826087,1.58554925435833,4.87204060862291,1.44524837684085e-06,2.1804399424512e-05,1.25673771899205e-05,"5142/5567/2773/6258/90993/5331/408/4322/65125/4040/3709/5744/7421/6667/4326/8600/2353/5330/5604/11214/4205/115/5579/113/6559/65266/50964/342538/10672/5578/596/84699/5141/5143/9138/109/4929/27347/1385/23236/5332/10893/1591/2778/5594/468/3708/5894/5745/387/846/111/5337/10568/5144/1958/1026/860/9586/107/1956/2770/64764/2260/114/2776/65268/6256",68
"Organismal Systems","Endocrine system","hsa04919","Thyroid hormone signaling pathway","71/3519","122/9436",0.581967213114754,1.56051225431964,4.80536865797491,1.94407097682759e-06,2.81080262066322e-05,1.62005914735632e-05,"2475/6548/3065/6513/1733/5567/4853/480/6258/481/5208/10000/5214/51196/3265/5331/595/89869/3845/4193/488/23389/2308/9882/652/1734/5330/5604/1387/5579/5336/489/9611/9862/7067/113026/3690/9969/5578/4854/8648/6772/84812/23236/5332/8202/1827/5594/2033/5894/8850/7068/1499/2932/5291/116931/5290/5295/10231/117247/5350/2099/60/2626/10499/90390/9442/6256/4851/9282/9968",71
"Organismal Systems","Endocrine system","hsa04921","Oxytocin signaling pathway","86/3519","155/9436",0.554838709677419,1.48776870261896,4.7218500845036,2.67024683136174e-06,3.7063026019301e-05,2.1361974650894e-05,"3725/5567/2773/5743/5321/5997/779/4660/57172/6262/57118/783/3265/5331/595/2977/93589/775/3845/3709/784/4659/10645/4776/2353/6263/5330/123745/283748/5604/5607/115/5579/10368/113/2775/4775/146850/23533/3768/782/5578/786/3759/8605/59285/54776/9475/109/785/53632/5020/23236/5332/85366/4773/2778/1827/5594/3708/5021/5894/387/9254/776/111/4638/952/5530/817/2982/814/1026/60/816/107/1956/2770/781/5294/4846/51422/5533/114/4882/2776",86
"Human Diseases","Infectious disease: bacterial","hsa05100","Bacterial invasion of epithelial cells","49/3519","78/9436",0.628205128205128,1.68449661544291,4.68119666559516,3.92860213877784e-06,5.24317285444581e-05,3.02200164521372e-05,"998/26052/3688/29119/7414/1793/391/3611/2017/3678/5829/399694/999/9564/1398/1213/10801/1785/1496/10096/2335/4735/63916/8218/55964/859/1499/387/3059/5291/26084/5290/55752/2549/79658/5295/1495/8936/60/9844/10095/4233/653857/57180/5747/1211/53358/81873/1759",49
"Organismal Systems","Digestive system","hsa04974","Protein digestion and absorption","62/3519","105/9436",0.59047619047619,1.58332859713934,4.63525492140673,4.44386894251997e-06,5.71119452983122e-05,3.29175477223702e-05,"63036/51032/10136/1307/1296/255631/1301/480/481/1305/1308/3784/10008/5547/120103/54407/1361/6564/1282/1284/9056/23428/6547/440387/1277/3783/6546/1803/1281/1290/1286/1293/1299/57642/80781/1291/1292/256076/131873/4311/84570/206358/91522/4224/81578/1310/1303/117247/340267/2006/1278/136227/1357/5644/7373/169044/6505/5646/1306/85301/1289/7512",62
"Human Diseases","Infectious disease: parasitic","hsa05146","Amoebiasis","61/3519","103/9436",0.592233009708738,1.58803940881263,4.62747640236001,4.62858869024941e-06,5.73614384113052e-05,3.30613477874958e-05,"731/732/5567/912/3915/3918/3586/3914/7042/7414/5331/3458/1282/1284/1511/384/87/7043/5330/5579/3684/4843/1277/5578/284217/2774/3909/6318/6317/5273/81/3554/3553/1281/2335/1286/23236/5332/2778/3911/7879/5291/5290/3576/2919/4790/7097/5295/1437/3593/3910/3908/383/3569/107/1278/3912/5747/9630/2776/10319",61
"Organismal Systems","Nervous system","hsa04725","Cholinergic synapse","67/3519","116/9436",0.577586206896552,1.54876483326964,4.5860323293898,5.38688087571245e-06,6.44568159955938e-05,3.71509025911204e-05,"55970/5567/2773/1141/779/2786/10000/1103/3265/3784/90993/1132/5331/775/3845/3709/54331/2353/1139/1133/5330/10681/5604/1143/115/5579/113/2775/146850/23533/3768/2793/5578/3759/596/84699/773/94235/109/1385/23236/5332/5594/468/3708/776/111/5291/5290/59345/817/5295/814/56479/2534/9586/816/107/2770/2783/5294/1129/64764/114/3786/3717/2776",67
"Environmental Information Processing","Signal transduction","hsa04014","Ras signaling pathway","122/3519","238/9436",0.512605042016807,1.37452150510673,4.51282338272034,6.11683023247109e-06,7.07513363555823e-05,4.07788682164739e-05,"1969/5320/26279/998/55970/5567/1435/4803/4914/356/9462/27/23179/5321/83593/2786/10000/5599/84647/3363/51196/8036/3265/3481/22800/627/5058/9846/2113/4908/3845/29110/4254/3479/283455/2254/2322/2321/22821/54331/5228/10125/56924/123745/283748/399694/10681/5604/5923/3480/2903/5579/27040/5336/8844/4763/2793/4804/5578/10928/94235/8605/2323/6237/25780/6654/7039/7535/57186/598/57148/6789/7074/2114/5594/5880/8398/5155/5894/387/11186/22808/5291/5922/5337/5290/59345/5062/5156/3791/2250/5602/4790/1950/2247/2549/56034/5295/5924/1946/2246/1436/5159/2264/55770/8831/4301/9771/5898/1956/2783/4233/285/2260/3551/284/7010/4915/53358/25/8823/5063",122
"Organismal Systems","Immune system","hsa04062","Chemokine signaling pathway","102/3519","193/9436",0.528497409326425,1.4171359915897,4.5152275560745,6.39768335644702e-06,7.16127782157134e-05,4.12753764932066e-05,"5590/998/2268/55970/5567/10451/2773/2786/10000/56288/6387/2869/3265/5331/408/5058/643/3845/5829/4792/54331/5330/399694/10681/5604/115/5579/113/6367/9564/5336/1398/146850/23533/6347/6356/6355/6346/6360/6348/414062/6777/6774/2793/7409/94235/9475/109/6654/7852/6772/3579/23236/5332/57580/7074/5594/5880/5894/1233/10803/2829/1232/729230/1234/387/5580/2932/111/5291/5290/59345/2868/3576/6372/5197/2919/5196/10563/4790/56477/5295/3702/1794/2309/9844/107/10344/2770/2783/5294/2185/3551/4067/114/5747/3717/6366/2776/53358/7410/2833",102
"Human Diseases","Infectious disease: bacterial","hsa05135","Yersinia infection","77/3519","138/9436",0.557971014492754,1.49616780129401,4.52796593311302,6.63713834347405e-06,7.19714689120467e-05,4.14821146467128e-05,"998/6195/3725/5586/10451/2212/3586/10000/3688/5599/1793/391/23365/3678/29110/9815/5829/8874/4792/2353/5604/4210/27040/4775/9564/1398/6416/5606/6347/5608/7409/5585/9138/9475/58484/7535/3553/10096/7456/3676/2335/63916/4773/5594/5880/387/2932/5291/5290/3576/5602/4790/3558/2533/5295/64283/5603/6885/23118/6196/60/3569/8935/644150/9844/3984/10095/653857/57180/2185/3551/5747/3456/2776/81873/7410/6197",77
"Organismal Systems","Endocrine system","hsa04926","Relaxin signaling pathway","73/3519","130/9436",0.561538461538462,1.50573370931427,4.47756454764805,8.42996072990354e-06,8.72417345096475e-05,5.02834204666556e-05,"5590/3725/55970/5567/2773/2786/10000/5599/59/3265/90993/5331/408/4312/4322/3845/4842/122042/1282/1284/4792/54331/2353/5330/399694/10681/5604/115/113/4313/2775/6416/4843/2793/1277/5578/4087/84699/94235/109/6654/1281/1385/1286/23236/5332/4318/2778/5594/468/5894/7048/111/5291/5290/59345/5602/4790/59350/5295/1906/5603/9586/107/1956/2770/1278/2783/64764/4846/114/6019/53358",73
"Organismal Systems","Circulatory system","hsa04261","Adrenergic signaling in cardiomyocytes","84/3519","154/9436",0.545454545454545,1.46260559559792,4.46354853015655,8.54818147933146e-06,8.72417345096475e-05,5.02834204666556e-05,"6548/5567/2773/7170/480/481/779/493/3776/183/6262/10000/783/3784/90993/5331/5519/93589/775/10411/784/490/488/4633/55012/5529/6547/5527/5330/7168/115/10368/113/489/146850/23533/782/4635/5578/786/596/84699/5518/59285/109/6546/785/6332/11069/1385/146/23236/5332/2778/3753/5594/468/491/6331/9254/7134/776/111/5523/185/5522/817/5521/154/147/5603/64208/5350/9586/816/107/2770/781/5294/64764/5520/114/2776/492",84
"Environmental Information Processing","Signal transduction","hsa04024","cAMP signaling pathway","116/3519","226/9436",0.513274336283186,1.37631617992843,4.41577663276153,9.50993986451872e-06,9.42842609425142e-05,5.43425135115356e-05,"6548/3725/5142/5567/10451/2773/480/55811/481/779/134/493/3776/6262/10000/5599/51196/22800/627/90993/170589/5058/2893/1813/775/5139/10411/4659/490/488/338442/10257/4792/5732/2353/5604/10021/6755/1387/115/2903/113/1258/489/6662/6752/610/84699/7409/5141/5143/2696/6237/9475/109/3973/2492/1261/11069/1385/5020/2778/1908/7074/5594/135/5880/2033/5021/491/5894/387/776/111/5291/5337/5290/6750/8310/5602/4790/817/64399/5144/5295/2149/814/64411/3360/154/2890/1812/1906/3351/1081/64208/5350/10846/4301/4852/9586/1395/117/2737/816/107/2770/1080/1129/64764/54714/114/5727/9568/7410/492",116
"Environmental Information Processing","Signal transduction","hsa04371","Apelin signaling pathway","77/3519","140/9436",0.55,1.47479397556124,4.36466545299804,1.346965649472e-05,0.000129832522324107,7.48314249706668e-05,"2475/6548/55970/5567/2773/55811/2786/6262/10000/7019/59/3265/22800/5331/595/3845/3709/4633/643246/4842/54331/6547/6263/5330/10681/5604/4088/4205/115/113/999/146850/23533/4843/8678/4635/2793/10672/5289/4087/4089/4854/94235/6237/109/6546/5581/53632/9759/23236/5332/182/85366/84557/5594/3708/5894/111/4638/22808/185/59345/10891/6696/814/1958/107/2770/2783/5054/5294/4899/4846/51422/5327/114/2776",77
