"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Environmental Information Processing","Signal transduction","hsa04150","mTOR signaling pathway","71/3519","158/9436",0.449367088607595,1.20495250017086,2.00347709173517,0.0283572761601154,0.0686348003226052,0.0395589627219627,"2475/6195/7482/7483/89780/10000/3265/79899/81029/7132/4040/3845/101927180/7480/1975/3479/81617/5604/3480/8131/5579/79726/8140/1856/2535/7473/7484/5578/57521/220441/6794/6654/90423/8324/51719/9470/9675/64900/5594/652968/9681/55615/5894/387/7474/523/2932/5291/5290/1977/57600/6502/253260/153129/5295/534/58528/6196/2887/8326/8321/7472/51384/1978/3551/51606/528/64798/79109/7248/6197",71
"Organismal Systems","Immune system","hsa04610","Complement and coagulation cascades","42/3519","88/9436",0.477272727272727,1.27977989614818,2.03342561418874,0.0284824531598131,0.0686348003226052,0.0395589627219627,"731/732/2152/2153/3075/722/1604/1380/1379/5328/7450/715/1361/5265/624/623/3684/3687/7448/5055/718/9002/5329/7035/5270/7056/10544/3053/5627/5648/2244/2160/730/729/2149/2161/2162/717/629/5054/1191/5327",42
"Environmental Information Processing","Signaling molecules and interaction","hsa04061","Viral protein interaction with cytokine and cytokine receptor","47/3519","100/9436",0.47,1.26027848820688,2.01784431245701,0.0289852414017999,0.0693646811477557,0.0399796433128275,"1435/3570/3586/50604/3559/6387/3587/643/7132/6367/6347/6356/6355/6346/6360/6348/414062/8740/27178/7852/3579/57007/1233/10803/2829/1232/729230/1234/53833/3576/6372/5197/2919/5196/10563/3558/56477/3572/1436/53832/3569/10344/8795/8794/8793/6366/2833",47
"Environmental Information Processing","Signal transduction","hsa04370","VEGF signaling pathway","30/3519","60/9436",0.5,1.34072179596476,2.04172169312126,0.0296295376034537,0.0704208873177975,0.040588407675964,"998/9047/5743/5321/9261/10000/3265/3845/5829/123745/283748/5604/5579/5336/5578/8605/4773/5594/5880/5894/7867/5291/5290/3791/5530/5295/5603/4846/5533/5747",30
"Human Diseases","Infectious disease: bacterial","hsa05110","Vibrio cholerae infection","26/3519","51/9436",0.509803921568627,1.36701045863074,2.02663804438412,0.0314804228227994,0.0743109300647033,0.0428305072419039,"5567/3784/101927180/23545/30001/7082/527/115/5336/535/5578/109/90423/2778/523/29927/6558/8992/534/60/1080/50617/51606/245972/528/9414",26
"Metabolism","Nucleotide metabolism","hsa00240","Pyrimidine metabolism","29/3519","58/9436",0.5,1.34072179596476,2.00719053267828,0.0321396157324915,0.0753543693187471,0.0434319131520156,"978/84618/1503/1806/7371/953/22978/6240/957/7084/56953/124583/129607/6241/93034/284958/151531/955/51733/956/1633/1635/4907/221264/5169/7378/50484/1807/56474",29
"Human Diseases","Substance dependence","hsa05034","Alcoholism","84/3519","191/9436",0.43979057591623,1.17927362158157,1.93023158943567,0.0327342246342801,0.0762333956247999,0.0439385565560806,"3065/55970/5567/2773/440689/317772/2786/55315/3265/627/90993/3177/1813/3845/440093/51564/10645/54331/399694/10681/5604/2903/2775/136/2793/3021/84699/94235/6654/1385/9759/5173/2778/5594/135/468/5894/111/59345/814/9555/1812/8350/8366/8335/3018/8364/8334/8344/8360/8351/3013/8367/3012/8353/8361/8968/8345/8355/8346/8970/8969/8294/8340/8329/8357/8331/8363/8362/8330/8354/8356/8336/9734/4852/9586/1644/2770/2783/64764/4915/53358/4128/55869",84
"Environmental Information Processing","Signal transduction","hsa04068","FoxO signaling pathway","60/3519","133/9436",0.451127819548872,1.20967380087046,1.8779683945491,0.0380052350397451,0.0879187770586104,0.0506736467196602,"1647/356/3586/7042/10000/5599/664/3265/595/472/894/3845/4193/3479/2308/7043/5604/4088/9455/3480/1387/5347/5934/6774/4089/6794/3276/6654/53632/10110/6789/5105/5594/1454/102800317/2033/5894/7048/5291/5290/5602/1950/10733/80854/3575/6502/5295/9456/5603/1026/2309/6648/3569/1956/51422/26260/3551/100533105/23678/114907",60
"Human Diseases","Cancer: specific types","hsa05218","Melanoma","35/3519","73/9436",0.47945205479452,1.28562363996621,1.88919970403309,0.039952423812583,0.0918111990924921,0.0529171176325603,"1647/10000/3265/595/3845/4193/3479/2254/5604/3480/999/581/1869/5594/5155/5894/4286/5291/5290/5156/2250/1950/2247/56034/5295/51426/2246/5159/1871/1026/1956/1021/4233/2260/8823",35
"Organismal Systems","Digestive system","hsa04970","Salivary secretion","45/3519","97/9436",0.463917525773196,1.24396867666834,1.86251402171512,0.040711950420586,0.0929410973417326,0.0535683558165606,"6548/5567/480/481/493/5592/3778/727897/5331/2977/3709/490/4842/6263/5330/115/5579/113/4025/5578/3783/109/146/23236/5332/1472/1469/1470/1473/2778/3708/491/820/111/683/952/5593/2982/6558/154/147/107/114/2776/492",45
"Organismal Systems","Endocrine system","hsa04915","Estrogen signaling pathway","62/3519","139/9436",0.446043165467626,1.19603958776713,1.79559987411541,0.0449674269003578,0.101984948591007,0.0587809501965461,"3725/5567/2773/10000/3265/90993/5331/3845/3709/3875/6667/2353/5330/399694/5604/115/113/4313/2775/5914/390792/3883/8688/3882/3880/596/84699/9687/8648/109/6654/7039/1385/23236/5332/4318/8202/2778/7031/5594/468/3708/5894/5580/111/5291/5290/5295/3304/2289/2099/9586/107/1956/2770/64764/4846/10499/114/2776/53358/9568",62
NA,NA,"hsa04082","Neuroactive ligand signaling","86/3519","199/9436",0.4321608040201,1.15881481862281,1.74615137535776,0.0481708858070144,0.108243040639162,0.0623879196767507,"6512/55970/5567/2773/1141/134/2786/1103/6865/3363/150/9152/6506/1132/5331/5031/2893/1813/2900/6539/6540/246213/5025/3356/54331/2567/1139/1133/5330/10681/1143/115/2903/5579/113/6530/2775/136/2793/255061/5578/2774/4160/2901/94235/109/5173/146/23236/5332/4159/2778/11255/135/3269/200959/1814/111/5028/59345/2555/2557/2560/2743/6507/3360/154/2741/2890/147/2568/1812/3274/79627/3351/2570/2898/107/2770/2783/1129/3361/114/6505/2776/9568",86
NA,NA,"hsa03272","Virion - Hepatitis viruses","24/3519","48/9436",0.5,1.34072179596476,1.82500389430547,0.0485714297084519,0.108243040639162,0.0623879196767507,"3339/149461/975/644672/928/949/9071/3916/27183/1366/57132/9525/3949/1803/23562/10015/5010/9076/10686/100132463/49861/1956/137075/100288814",24
"Genetic Information Processing","Folding, sorting and degradation","hsa04120","Ubiquitin mediated proteolysis","63/3519","142/9436",0.443661971830986,1.18965455134901,1.75604608248806,0.0486625773478655,0.108243040639162,0.0623879196767507,"10277/148581/64326/7321/9886/8945/25906/8065/4193/26259/8881/4734/8554/5371/92912/23295/6477/11060/7326/7314/672/996/4591/64750/23327/51588/9817/10054/10055/57448/6233/8452/9320/140739/83737/326/9978/7324/7318/868/25847/29945/55236/8916/7323/10393/55294/6502/6500/7322/23291/5071/51619/57154/7328/8454/9690/11059/54926/22954/4281/90293/331",63
"Metabolism","Carbohydrate metabolism","hsa00640","Propanoate metabolism","17/3519","32/9436",0.53125,1.42451690821256,1.85499811457843,0.049147526311959,0.108625424396495,0.0626083137731962,"160287/3945/79611/32/8803/5095/23417/31/84693/84532/55902/8801/5096/1962/8310/594/1738",17
"Organismal Systems","Nervous system","hsa04720","Long-term potentiation","32/3519","67/9436",0.477611940298507,1.28068947674246,1.77806123572227,0.0507882132849356,0.111541202594131,0.0642888775758678,"6195/5567/3265/5331/775/3845/3709/10411/5330/5604/1387/2903/5579/5578/23236/5332/5594/468/2033/3708/5894/5530/817/814/2890/6196/816/107/5533/114/2776/6197",32
"Metabolism","Lipid metabolism","hsa00062","Fatty acid elongation","15/3519","28/9436",0.535714285714286,1.43648763853367,1.78374229924553,0.0580643164720068,0.126718979973499,0.0730368760654174,"11332/51102/5538/284486/117145/83401/51144/10449/9524/3032/201562/3033/79071/79993/401494",15
NA,NA,"hsa03273","Virion - Lassa virus and SFTS virus","10/3519","17/9436",0.588235294117647,1.57731975995854,1.83725012519935,0.0585430366113078,0.126965210650774,0.0731787957641347,"5101/3916/4629/4628/79784/8828/4627/1605/7037/5099",10
"Organismal Systems","Immune system","hsa04613","Neutrophil extracellular trap formation","84/3519","196/9436",0.428571428571429,1.14919011082694,1.62765324234553,0.0610917436730619,0.131669782947531,0.0758903648112571,"2475/3065/440689/317772/2212/4688/1379/10000/7417/10105/5331/7450/440093/51564/1511/5330/5604/5579/3684/5336/2811/3674/3690/5578/3021/718/27180/2357/9759/23236/5332/5594/4689/5880/10533/5894/820/5291/5290/4790/7097/2244/1182/5295/7416/9555/8350/8366/8335/3018/8364/8334/8344/8360/8351/3013/8367/3012/8353/8361/8968/8345/8355/8346/8970/8969/8294/8340/8329/8357/8331/8363/8362/8330/8354/8356/8336/5603/6885/60/9734/7419/1183/55869",84
"Organismal Systems","Digestive system","hsa04977","Vitamin digestion and absorption","14/3519","26/9436",0.538461538461538,1.44385424180821,1.74768048964579,0.0631540634931853,0.13527444464281,0.0779679796212164,"25974/10560/8029/949/4363/113235/338/8884/151056/80704/6573/686/5948/9963",14
"Organismal Systems","Digestive system","hsa04978","Mineral absorption","29/3519","61/9436",0.475409836065574,1.2747846584583,1.66035732407663,0.064741257838588,0.137823413926319,0.0794371261823166,"480/481/493/115019/7779/2495/341208/7421/4891/490/540/6547/4502/4501/113235/6546/30061/6523/3162/491/7018/1181/10568/475/26872/1811/1317/795/492",29
"Human Diseases","Endocrine and metabolic disease","hsa04930","Type II diabetes mellitus","23/3519","47/9436",0.48936170212766,1.31219580030594,1.6546117994074,0.0679130383882823,0.143694050736183,0.0828207785222955,"5590/2475/777/5599/80201/3098/3767/6833/775/8913/773/5581/3099/5594/5580/776/5291/6514/5290/5602/5295/2645/3551",23
"Metabolism","Glycan biosynthesis and metabolism","hsa00534","Glycosaminoglycan biosynthesis - heparan sulfate / heparin","13/3519","24/9436",0.541666666666667,1.45244861229516,1.7114480588279,0.0687204001480671,0.144521083947753,0.0832974547249298,"2134/2135/2132/26035/64131/9955/64132/9394/9957/9348/3340/2137/2131",13
"Organismal Systems","Endocrine system","hsa04913","Ovarian steroidogenesis","25/3519","52/9436",0.480769230769231,1.28915557304304,1.61238608086473,0.0724154574079184,0.151374480244263,0.0872475390456848,"1573/5567/5743/5321/240/3479/949/123745/283748/1588/3480/115/113/3294/3949/8605/109/3973/2492/2778/111/654/1081/107/114",25
NA,NA,"hsa04981","Folate transport and metabolism","16/3519","31/9436",0.516129032258065,1.38397088615717,1.65131354821952,0.073148516976353,0.151991229884997,0.0876030143429377,"4548/9356/11309/6472/10257/4522/10588/4363/113235/8714/6573/200895/10057/9429/23743/635",16
"Metabolism","Metabolism of cofactors and vitamins","hsa00760","Nicotinate and nicotinamide metabolism","19/3519","38/9436",0.5,1.34072179596476,1.62294497381419,0.0744490479989024,0.153772736045352,0.0886298190463124,"65220/84618/23057/22978/4837/56953/23098/51548/93034/284958/316/349565/683/952/23530/83594/4907/5169/10135",19
"Organismal Systems","Development and regeneration","hsa04380","Osteoclast differentiation","62/3519","143/9436",0.433566433566434,1.16258393496245,1.51076697125203,0.0781780436150144,0.160519414996509,0.0925183948106679,"3725/3716/1435/2212/4688/7042/10000/5599/8061/9846/7132/3709/3458/488/8600/4792/2353/5604/5336/489/9020/3690/5608/8792/54/2355/3554/2274/3553/6772/1385/10326/4773/3454/3460/5594/4689/3708/5468/7048/4286/5291/5290/7006/5602/5530/4790/5295/814/1436/8878/5603/6885/2534/3459/23118/5533/3551/169200/4982/3456/27035",62
"Human Diseases","Infectious disease: parasitic","hsa05144","Malaria","24/3519","50/9436",0.48,1.28709292412617,1.56962901078887,0.0787592502968981,0.160761528547198,0.0926579415257625,"7412/3586/1379/7042/975/22914/3458/7043/7057/6347/5175/3383/6382/3553/2995/54106/3576/2993/7097/7058/3569/948/4233/6383",24
"Organismal Systems","Immune system","hsa04621","NOD-like receptor signaling pathway","80/3519","189/9436",0.423280423280423,1.13500257859451,1.44578041728437,0.0861045573607749,0.174726791837362,0.100707084632485,"9927/3725/3716/5586/115362/10628/3428/9447/140609/7188/5599/90550/7417/171389/5331/24145/838/3709/29110/4939/643246/5027/10910/11035/4792/7187/5330/7158/4210/64127/7531/22861/51393/6347/596/5585/91662/58484/84168/3553/10010/6772/55054/10616/23236/5332/598/84557/3454/5594/3708/820/387/5580/846/3576/2919/5602/4790/55914/7416/8737/5603/6885/9474/7128/23118/3569/10392/10135/1508/3551/7419/8767/3456/3448/3442/3439/7295/331",80
"Metabolism","Lipid metabolism","hsa00061","Fatty acid biosynthesis","10/3519","18/9436",0.555555555555556,1.48969088440529,1.60364683043104,0.0887452643277831,0.178135305503697,0.102671645823456,"51102/55301/51703/32/31/2181/2180/23305/7923/2182",10
"Organismal Systems","Environmental adaptation","hsa04710","Circadian rhythm","17/3519","34/9436",0.5,1.34072179596476,1.5348256636899,0.0888109736372897,0.178135305503697,0.102671645823456,"8945/406/1408/6095/5187/4862/1385/53632/1454/102800317/9978/9975/9575/6500/23291/8454/51422",17
"Metabolism","Carbohydrate metabolism","hsa00630","Glyoxylate and dicarboxylate metabolism","16/3519","32/9436",0.5,1.34072179596476,1.48884126140376,0.0971495076407474,0.193740684777812,0.111666100736491,"81888/112817/38/6472/5095/4190/84693/54363/84532/55902/5096/64902/4191/1738/2731/48",16
"Organismal Systems","Digestive system","hsa04979","Cholesterol metabolism","24/3519","51/9436",0.470588235294118,1.26185580796684,1.44597226070462,0.0977729017980805,0.193869696708194,0.111740459197806,"26119/27329/6272/7417/3988/114879/949/3990/350/9218/4864/51129/3949/338/64241/8647/5360/9217/57552/7416/29116/948/7419/19",24
"Organismal Systems","Immune system","hsa04640","Hematopoietic cell lineage","44/3519","100/9436",0.44,1.17983518044899,1.394196648938,0.0993023758480755,0.195753670409005,0.112826323002308,"1435/914/3570/912/1604/1380/1379/947/3559/960/928/3678/4254/2322/290/3566/3684/2811/3674/3690/3675/933/2323/3554/3553/3655/3676/2815/4311/7037/952/2993/3575/3672/3673/1437/3567/1436/3117/3112/3108/3569/948/3574",44
"Organismal Systems","Immune system","hsa04625","C-type lectin receptor signaling pathway","46/3519","105/9436",0.438095238095238,1.17472766884532,1.38842376474081,0.099851295857043,0.195753670409005,0.112826323002308,"3725/5743/9261/3586/10000/5599/1959/3265/22800/5058/23365/3845/3709/4193/53342/4776/4792/6367/4775/5336/8844/9020/6237/3553/6772/4773/5594/3708/5894/387/5580/868/22808/5291/5290/5602/5530/4790/3558/5295/3659/3593/5603/3569/5533/3551",46
"Genetic Information Processing","Folding, sorting and degradation","hsa03018","RNA degradation","35/3519","78/9436",0.448717948717949,1.20321186817351,1.38974349652211,0.102520711830832,0.1998577921646,0.115191811045879,"8761/5214/1656/28960/9924/255967/80153/80349/5073/64282/23644/10200/10140/4849/87178/10438/22803/80336/10766/25904/23016/54464/5393/132430/11157/11044/9652/167227/3313/57472/154197/23658/26986/54512/84186",35
"Metabolism","Global and overview maps","hsa01250","Biosynthesis of nucleotide sugars","18/3519","37/9436",0.486486486486487,1.3044860717495,1.43105811108779,0.104820254613165,0.202158005645978,0.116517582504887,"80201/3098/55907/64841/2585/4351/197258/2673/3099/80146/5372/7358/9945/2762/5238/2645/10020/54187",18
"Genetic Information Processing","Replication and repair","hsa03430","Mismatch repair","12/3519","23/9436",0.521739130434783,1.39901404796323,1.47746729343571,0.104865824254398,0.202158005645978,0.116517582504887,"9156/57804/10714/5985/27030/3978/5424/4436/2956/4292/4437/5982",12
"Organismal Systems","Immune system","hsa04658","Th1 and Th2 cell differentiation","41/3519","93/9436",0.440860215053763,1.18214179859259,1.36124946370644,0.105772157728285,0.20277866702605,0.116875312406945,"864/3725/3716/3595/4853/3559/5599/6778/3458/4792/2353/3566/27040/4775/6777/30009/4854/3594/7535/6772/6775/182/4773/3460/5594/3516/5602/5530/4790/3558/3567/3593/3117/3112/3108/5603/3459/5533/3551/3717/4851",41
"Metabolism","Lipid metabolism","hsa00564","Glycerophospholipid metabolism","45/3519","103/9436",0.436893203883495,1.17150448191096,1.34962543504429,0.106877470983683,0.203771881490867,0.117447770311739,"5320/26279/8613/5321/8443/1103/259230/84647/57678/196051/8525/123745/283748/10423/54947/23659/8526/9489/8612/23646/8605/129642/151056/253558/2820/8527/8760/54675/64900/8398/23171/5337/1608/5130/1609/84803/166929/64850/56895/1607/9162/84513/10434/375775/9468",45
"Metabolism","Glycan biosynthesis and metabolism","hsa00532","Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate","11/3519","21/9436",0.523809523809524,1.4045656910107,1.4312593476262,0.115138910858809,0.218323508568343,0.125834875255529,"9469/51363/50515/113189/22856/64131/64132/337876/29940/10090/55790",11
"Metabolism","Metabolism of cofactors and vitamins","hsa00790","Folate biosynthesis","14/3519","28/9436",0.5,1.34072179596476,1.39238738072617,0.116683375293769,0.220049626233358,0.126829755754097,"249/7166/121278/5053/10243/55034/250/200895/5860/4338/4337/231/57016/441282",14
"Human Diseases","Infectious disease: viral","hsa05162","Measles","59/3519","139/9436",0.424460431654676,1.13816670448807,1.26552050027992,0.120030301979003,0.225137917766022,0.129762488625949,"7161/3725/3716/103/356/10000/3559/5599/355/283106/595/894/29110/4939/4792/1965/2353/7187/440275/6777/6774/596/898/581/5610/3553/64135/6772/940/1457/598/3454/4600/54106/868/2932/5291/5290/5602/4790/3558/7097/5295/3593/3304/6885/7128/23118/3569/1021/3551/8667/3456/3448/3442/3439/23586/4478/51209",59
"Metabolism","Global and overview maps","hsa01212","Fatty acid metabolism","26/3519","57/9436",0.456140350877193,1.22311462088013,1.302917723555,0.122535947820002,0.228602010180326,0.131759083677421,"51102/5538/34/83401/51703/51144/3992/9415/38/31/10449/9524/3032/33/2181/201562/1962/8310/3033/79071/2180/79993/23305/7923/401494/2182",26
"Metabolism","Glycan biosynthesis and metabolism","hsa00531","Glycosaminoglycan degradation","10/3519","19/9436",0.526315789473684,1.41128610101554,1.38386698838827,0.126643961201143,0.235002430678057,0.135448086846142,"60495/2799/2588/2720/3373/10855/411/23553/138050/3423",10
"Cellular Processes","Cell growth and death","hsa04210","Apoptosis","58/3519","137/9436",0.423357664233577,1.13520969585338,1.22936203346266,0.127440855656372,0.235223281450857,0.135575378357843,"3725/1647/4803/4000/4914/356/824/142/10000/5599/5551/355/3265/1075/472/7132/3845/3709/10376/7846/84790/56616/4792/1965/2353/5604/1512/597/9020/5414/2081/5366/596/581/8837/843/598/5594/468/3708/5894/5291/5290/5602/4790/5295/4001/8737/4217/60/835/1508/8795/3551/1514/7185/153090/331",58
"Metabolism","Lipid metabolism","hsa00561","Glycerolipid metabolism","29/3519","65/9436",0.446153846153846,1.19633637178394,1.22488205345902,0.136847003216296,0.251248201672248,0.144811643615128,"8613/8513/57678/119548/196051/8525/26007/217/3990/8526/8612/129642/253558/8527/64900/11343/1608/1609/84803/56895/1607/231/57016/441282/9162/55750/84513/8694/2710",29
"Organismal Systems","Endocrine system","hsa04920","Adipocytokine signaling pathway","31/3519","70/9436",0.442857142857143,1.1874964478545,1.21421274933134,0.138135625813817,0.251678563372057,0.145059690704356,"2475/6513/3953/6258/51094/10000/5599/51703/79602/7132/32/10645/4792/6774/6794/53632/2181/5105/10891/5602/4790/2180/23305/4852/948/3952/51422/3551/3717/6256/2182",31
"Cellular Processes","Cell growth and death","hsa04115","p53 signaling pathway","33/3519","75/9436",0.44,1.17983518044899,1.20579635064237,0.139047668493537,0.251678563372057,0.145059690704356,"7161/2810/1647/92344/64326/84883/355/3732/595/472/894/4193/3479/7057/6477/5366/596/898/10848/581/6241/598/11200/545/64393/1026/27244/64065/3486/1021/5054/8795/50484",33
"Cellular Processes","Transport and catabolism","hsa04137","Mitophagy - animal","45/3519","105/9436",0.428571428571429,1.14919011082694,1.18549681744919,0.139425069541708,0.251678563372057,0.145059690704356,"9927/3725/5599/54708/664/3265/283106/22800/55626/3845/6667/29110/84749/643246/1965/25820/6477/267/7314/8678/10241/64750/23770/6237/6233/1457/598/1869/84557/23786/468/4286/9868/7879/22808/5602/107986346/8878/7942/2309/5071/54543/8887/27342/57154",45
"Metabolism","Global and overview maps","hsa01232","Nucleotide metabolism","37/3519","85/9436",0.435294117647059,1.16721662236932,1.19423468954414,0.139982601529703,0.251678563372057,0.145059690704356,"978/84618/1503/205/26289/7371/132/953/22978/6240/51292/957/122481/7084/56953/124583/129607/6241/93034/7498/284958/151531/955/956/1633/1635/102157402/4907/221264/5169/7378/50484/50808/9615/203/158067/56474",37
"Metabolism","Carbohydrate metabolism","hsa00562","Inositol phosphate metabolism","32/3519","73/9436",0.438356164383562,1.17542732796911,1.16032852223913,0.149548912300479,0.267075604235046,0.153934065841525,"5305/51196/3632/5331/8898/89869/3705/5330/10423/5336/8396/113026/9110/3613/5289/3631/200576/84812/3635/23236/5332/8867/8897/64419/5291/5290/8821/9896/8871/5294/56623/8776",32
"Genetic Information Processing","Chromosome","hsa03083","Polycomb repressive complex","36/3519","83/9436",0.433734939759036,1.16303577481281,1.15047263169502,0.150085714195487,0.267075604235046,0.153934065841525,"3065/1912/22955/57713/7321/84458/22992/121536/1387/64319/23512/2145/57332/3607/91133/55777/23466/23492/2033/51460/23429/80012/10336/7323/6500/7322/3720/221937/11335/51619/26053/2146/54881/5931/54880/8473",36
"Metabolism","Glycan biosynthesis and metabolism","hsa00604","Glycosphingolipid biosynthesis - ganglio series","8/3519","15/9436",0.533333333333333,1.43010324902908,1.285581611826,0.154242715074086,0.271686406754862,0.156591588907702,"256435/81849/6489/6483/29906/8869/2720/6482",8
"Metabolism","Metabolism of cofactors and vitamins","hsa00730","Thiamine metabolism","8/3519","15/9436",0.533333333333333,1.43010324902908,1.285581611826,0.154242715074086,0.271686406754862,0.156591588907702,"249/205/26289/122481/250/27010/203/158067",8
"Organismal Systems","Nervous system","hsa04723","Retrograde endocannabinoid signaling","62/3519","149/9436",0.416107382550336,1.11576847449416,1.09843793493847,0.15552396019646,0.272559667617029,0.157094909289354,"4725/2166/55970/5567/2773/4720/5743/779/2786/5599/107984365/747/5331/4728/2893/775/3709/56901/55967/246213/54331/2567/5330/10681/115/4706/5579/113/2775/2793/5578/4729/773/94235/109/4705/23236/5332/5594/3708/776/200959/4710/111/11343/59345/2555/2557/2560/5602/4724/2890/2568/5603/22999/2570/221955/107/2770/2783/114/2776",62
"Human Diseases","Endocrine and metabolic disease","hsa04936","Alcoholic liver disease","60/3519","144/9436",0.416666666666667,1.11726816330397,1.09354477447839,0.15702305812895,0.273804025983647,0.157812118722563,"34/356/51094/10000/5599/355/6934/1571/595/50507/79602/7132/29110/32/217/10645/2308/4792/7187/23417/6416/6720/5606/31/9020/5608/718/83439/3553/53632/64900/23765/1499/2932/6434/8310/10891/3576/2919/5602/130/4790/51176/6932/3593/8737/717/5603/6885/2309/4217/23118/3569/51422/3551/23643/3456/3448/3442/3439",60
"Metabolism","Carbohydrate metabolism","hsa00051","Fructose and mannose metabolism","16/3519","34/9436",0.470588235294118,1.26185580796684,1.17956355893158,0.158110324069773,0.274321412261055,0.158110324069773,"5208/5214/5209/80201/3098/26007/57103/4351/197258/55556/3099/5372/2762/231/57016/441282",16
"Human Diseases","Substance dependence","hsa05030","Cocaine addiction","22/3519","49/9436",0.448979591836735,1.20391344943775,1.1035964719319,0.169357286779111,0.292373027424634,0.168514713213046,"3725/5567/2773/627/90993/1813/2903/8787/84699/1385/5173/2778/468/111/4790/1812/9586/1644/2770/64764/26086/4128",22
"Metabolism","Glycan biosynthesis and metabolism","hsa00541","Biosynthesis of various nucleotide sugars","10/3519","20/9436",0.5,1.34072179596476,1.17628210538109,0.171819755205905,0.294761517713482,0.169891364676359,"80896/51706/51700/55907/1727/7358/2762/51167/10020/54187",10
"Human Diseases","Infectious disease: parasitic","hsa05140","Leishmaniasis","34/3519","79/9436",0.430379746835443,1.15403901424815,1.06024385169909,0.172439735146504,0.294761517713482,0.169891364676359,"3725/3716/2212/4688/5743/3586/1379/7042/3688/3458/4792/2353/7043/5579/3684/4843/718/3553/3676/6772/3460/5594/4689/4790/7097/3593/3117/3112/3108/5603/6885/3459/23118/3717",34
NA,NA,"hsa04382","Cornified envelope formation","88/3519","217/9436",0.405529953917051,1.08740569626635,1.00451747699515,0.175075765481711,0.297800444226244,0.171642907335011,"23254/149461/7062/254910/353142/26239/353139/353137/353135/353134/122526777/3713/6699/6280/6283/6278/6273/140576/84283/3918/5317/3914/1308/5519/644672/6768/3855/3888/9119/3853/319101/3849/374454/338785/3856/3875/121214/9071/1282/1284/7051/55012/5529/9517/5527/7082/5045/5046/5493/1366/59344/642/390792/3883/8688/3882/3880/3691/3909/376497/5518/151516/3655/26154/1286/7053/55304/3911/23562/51099/5523/5010/9076/10686/5522/100132463/5521/1041/285848/667/49861/137075/5520/2053/5339/10558/7357/100288814",88
"Organismal Systems","Endocrine system","hsa04922","Glucagon signaling pathway","45/3519","107/9436",0.420560747663551,1.12770992183952,1.02453967841157,0.177413733257086,0.300305197269312,0.173086569031304,"6513/5567/10000/5214/5223/160287/90993/5331/23235/3945/2998/3709/32/2308/5836/55671/5330/1387/5531/5257/31/2642/84699/3276/1385/53632/23236/5332/5105/2778/468/2033/3708/6514/10891/5530/817/9586/2645/816/5260/64764/51422/5533/2776",45
