"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Organismal Systems","Immune system","hsa04659","Th17 cell differentiation","59/3680","109/9436",0.541284403669725,1.3879238133227,3.25704058208522,0.000912004809090613,0.0041099437500577,0.00220676488324044,"2475/3725/3716/3570/6258/919/3559/5599/916/6778/3458/50616/4792/2353/3320/6095/4088/3566/50615/27040/5595/5914/6777/6774/30009/4087/4089/3594/7040/5534/7535/3554/3553/6772/5335/4773/3460/861/5594/7048/3556/5602/5530/59067/3572/5601/3662/3117/3108/5603/4794/112744/3459/196/3569/3551/3717/7046/6256",59
"Human Diseases","Cardiovascular disease","hsa05418","Fluid shear stress and atherosclerosis","74/3680","142/9436",0.52112676056338,1.33623698714023,3.2279202218697,0.000955295512290488,0.0042498402918564,0.0022818799686291,"5590/5293/3725/7412/2948/4259/4688/10000/5599/657/9446/7132/4257/3458/59341/652/2353/801/3320/207/5607/4205/1003/6416/6347/3674/3690/5175/596/51588/3383/9817/10365/6382/3554/3553/92/90/4780/7341/659/2817/7056/6714/6385/4318/5880/5155/859/1499/387/5291/5290/3791/5602/658/5295/4208/5601/1906/5603/7422/2938/221357/6885/4217/60/5879/857/5327/3551/6383/5747/1514",74
"Cellular Processes","Cellular community - eukaryotes","hsa04540","Gap junction","51/3680","92/9436",0.554347826086957,1.42142013232514,3.24771003239748,0.000973519118360361,0.0042725918261936,0.00229409602073796,"5567/2773/5592/3265/2915/2977/1813/3845/3709/10376/7846/84790/6655/7082/5604/5607/115/5579/5595/5578/1453/84617/2767/5605/109/6654/10746/23236/5332/6714/2778/81027/5594/5155/3708/5894/111/5156/1950/2982/56034/5159/1812/203068/2697/107/1956/2770/114/2776/1902",51
"Metabolism","Carbohydrate metabolism","hsa00562","Inositol phosphate metabolism","42/3680","73/9436",0.575342465753425,1.47525312686123,3.25921770031084,0.000985035579525902,0.0042725918261936,0.00229409602073796,"9651/5293/3633/5298/3707/5305/9562/51196/22876/3632/5286/3636/8898/5288/3705/10423/5336/8396/113026/9110/3613/5289/3631/200576/84812/3635/23236/5332/5335/8867/8897/64419/5291/23007/5290/8821/9896/8871/3612/8395/56623/4952",42
"Organismal Systems","Endocrine system","hsa04917","Prolactin signaling pathway","41/3680","71/9436",0.577464788732394,1.48069503980404,3.25071872722842,0.00101928128137981,0.00436655067455301,0.00234454563748182,"5293/10000/5599/3265/595/894/3845/8600/6655/2100/2353/207/399694/5604/5595/6777/6774/8792/5605/6654/9655/3973/6772/6714/5594/5894/2932/5291/5290/5602/5618/5295/3659/5601/5603/1081/2309/2099/2645/3717/53358",41
"Environmental Information Processing","Signal transduction","hsa04392","Hippo signaling pathway - multiple species","20/3680","29/9436",0.689655172413793,1.76836581709145,3.31341574551661,0.00103243306981314,0.00436895457591658,0.0023458363717192,"83937/8642/7003/5058/10413/7004/26524/84962/60485/122786/9770/4771/102800317/8994/25937/79633/23286/7005/79981/6788",20
"Organismal Systems","Environmental adaptation","hsa04713","Circadian entrainment","53/3680","97/9436",0.54639175257732,1.40101972209771,3.17421164136265,0.00122451481383739,0.00511935711327197,0.00274875234051005,"2782/55970/5567/2773/9722/2786/6262/5592/4544/2893/2977/775/4842/54331/2353/801/6263/10681/8912/115/2903/5579/5595/2775/5187/2793/5578/94235/109/1385/23236/5332/2778/3763/5594/8911/3708/776/111/59345/817/2982/2891/4543/815/2890/117/107/2770/2783/114/2776/2902",53
"Organismal Systems","Endocrine system","hsa04912","GnRH signaling pathway","51/3680","93/9436",0.548387096774194,1.40613604488079,3.14705478968771,0.00134789419695339,0.00550257983932736,0.00295451731096904,"998/3725/5567/5321/5599/3265/775/3845/3709/6655/801/123745/283748/5604/115/5579/5595/6416/5606/5578/2767/5605/8605/109/6654/10746/2797/23236/5332/6714/2778/5594/468/3708/5894/5580/776/111/5337/5602/817/1958/815/5601/5603/1081/107/1956/2185/114/2776",51
"Human Diseases","Cancer: specific types","hsa05222","Small cell lung cancer","51/3680","93/9436",0.548387096774194,1.40613604488079,3.14705478968771,0.00134789419695339,0.00550257983932736,0.00295451731096904,"5293/7709/1870/1647/6258/3915/3918/5743/3914/7188/10000/3688/595/1282/1284/4792/7187/207/4843/3674/3675/284217/3909/596/898/581/3655/2335/1286/598/1869/3911/5915/2272/5291/5290/6502/3673/5295/51426/1871/3910/3908/54205/1021/3912/3551/5747/10319/6256/331",51
"Human Diseases","Cardiovascular disease","hsa05417","Lipid and atherosclerosis","106/3680","216/9436",0.490740740740741,1.2583232689211,3.07085571711111,0.00148596564210279,0.00599569857918218,0.00321928908999013,"5293/998/3725/1573/7412/10451/5906/3310/6258/5451/356/4688/10000/5599/355/3265/4312/4314/25833/7132/4973/3845/51135/4792/30001/1965/2353/801/3320/7187/207/5595/6416/5606/6347/6348/414062/6774/2081/5578/57534/596/7409/3383/9138/5452/581/3661/9475/338/5534/3553/10010/4780/23236/5332/598/6714/5335/4318/958/4773/9619/637/5594/7494/4689/10454/468/3708/5468/387/2932/5291/3592/8743/5290/3576/2919/5602/5530/817/5295/3308/815/5601/5603/6885/4217/23118/6648/5879/3569/54205/948/3551/4067/23643/5747/3717/3456/3439/19/3309/7410/6256",106
"Human Diseases","Neurodegenerative disease","hsa05017","Spinocerebellar ataxia","74/3680","144/9436",0.513888888888889,1.31767814009662,3.07148533325293,0.00158140865528545,0.00630704920559314,0.0033864635504019,"5293/2475/9698/1600/115209/2959/3752/441925/10000/5599/90550/10105/5719/55626/9776/6712/3709/60673/6667/488/6311/5715/2259/5687/5706/22863/5700/55102/207/6095/5685/2903/5579/489/9706/5717/5709/8678/2081/5578/5718/55062/10939/5289/773/5714/23152/23369/5707/5173/23236/5332/7494/25814/3708/5291/5290/3516/5602/7222/2891/5295/7416/2890/5601/6310/4217/26100/54205/5649/7419/9821/2776/2902",74
"Human Diseases","Cancer: specific types","hsa05221","Acute myeloid leukemia","39/3680","68/9436",0.573529411764706,1.47060421994885,3.11401931138982,0.00159948221928587,0.00630704920559314,0.0033864635504019,"5293/2475/10000/6934/3265/595/7704/3845/1848/2322/8900/1053/6655/207/5604/597/5595/3684/5914/3728/6777/6774/5605/1050/6654/83439/861/5594/5894/5291/5290/5295/1437/1436/5467/5292/1978/3551/862",39
"Environmental Information Processing","Signal transduction","hsa04152","AMPK signaling pathway","64/3680","122/9436",0.524590163934426,1.34511760513186,3.06770349817584,0.00164758673387503,0.00642373704106331,0.00344911711290219,"5293/2475/3953/51094/5208/5525/10000/5214/5209/23411/90993/1374/595/5519/79602/3479/32/10645/8900/2308/81617/8660/55012/5529/5527/207/3480/6720/31/57521/1149/6794/3643/1994/4218/10890/55437/1385/3667/51719/5468/5523/5291/5290/5522/10891/23216/5295/3156/5521/6885/2309/9586/948/1080/3952/64764/51422/5520/5516/1978/8789/51552/7248",64
"Genetic Information Processing","Chromosome","hsa03083","Polycomb repressive complex","46/3680","83/9436",0.55421686746988,1.4210843373494,3.08082575105103,0.00170248941484933,0.00650705311703457,0.00349385227275934,"3065/1912/22955/6045/57713/648/7321/84458/22992/121536/84678/7528/23269/1387/7874/64319/23512/100170841/57332/8535/3607/91133/1876/55777/171023/26013/23466/23492/8314/51460/23429/80012/10336/7323/6500/7322/3720/221937/11335/51619/26053/2146/54881/26147/54880/8473",46
"Human Diseases","Infectious disease: bacterial","hsa05130","Pathogenic Escherichia coli infection","100/3680","203/9436",0.492610837438424,1.26311844077961,3.03013764567219,0.00170646061570647,0.00650705311703457,0.00349385227275934,"998/149461/3725/9826/2212/356/375/10006/3688/5599/355/2017/5058/644672/23365/7132/51135/10376/7846/84790/7009/10810/9071/4792/10972/2353/23191/7082/55930/4644/4643/4629/5595/4641/1366/4628/4642/147179/10672/9267/84617/4645/4542/9138/9266/581/79784/9475/10097/3554/8440/3553/7456/4430/4691/6714/81027/23562/7122/5594/4627/10454/387/3059/5010/8743/9076/10686/5062/3576/5602/9871/100132463/4651/2149/26999/5601/8737/203068/5603/6885/2534/23118/49861/2768/60/9265/5879/3569/54205/644150/64005/55971/10095/653857/3551/1902/81873/25/100288814",100
"Environmental Information Processing","Signal transduction","hsa04150","mTOR signaling pathway","80/3680","158/9436",0.506329113924051,1.29829389102917,3.02329264534938,0.00181257310367275,0.00683655290189612,0.00367077161727776,"5293/2475/6195/83667/89780/10000/3265/79899/6520/81029/7132/4040/3845/1975/3479/6249/81617/6655/207/5604/3480/8131/5579/5595/79726/9706/2535/7473/7484/5578/57521/220441/6794/5605/3643/6654/55437/8324/3667/51719/9470/64900/5594/652968/9681/55615/6396/5894/387/10641/7474/523/2932/5291/5290/1977/57600/6502/253260/153129/5295/96459/6446/6196/2887/8326/729438/8321/389541/51384/1978/3551/51606/528/6194/9550/79109/7248/6197/27330",80
"Environmental Information Processing","Signal transduction","hsa04340","Hedgehog signaling pathway","33/3680","56/9436",0.589285714285714,1.51100543478261,3.0665678792931,0.00193883730268892,0.0072341563874522,0.0038842580936722,"5567/23432/55733/84976/8945/51684/57758/595/408/50937/894/53944/374654/23295/8405/64750/1453/596/2736/8452/102800317/91653/2932/132884/2121/1456/1452/23291/2737/57154/8454/6469/5727",33
"Organismal Systems","Circulatory system","hsa04261","Adrenergic signaling in cardiomyocytes","78/3680","154/9436",0.506493506493506,1.29871541501976,2.98835151839646,0.00202945937680463,0.00743523582751516,0.00399222430295824,"6548/5567/2773/7170/480/7139/493/5525/3776/6262/10000/783/1390/3784/90993/5519/775/10411/490/488/4633/55012/5529/6547/801/5527/207/7168/115/10368/5595/489/146850/23533/4635/5578/27091/27092/786/596/59285/109/6546/11069/1386/1385/23236/5332/2778/3753/5594/468/491/6331/9254/7134/776/111/5523/185/5522/817/5521/154/815/147/5603/64208/9586/107/2770/781/64764/5520/5516/114/2776/492",78
"Human Diseases","Cancer: overview","hsa05235","PD-L1 expression and PD-1 checkpoint pathway in cancer","49/3680","90/9436",0.544444444444444,1.39602657004831,3.01833305398646,0.00203558329571741,0.00743523582751516,0.00399222430295824,"5293/2475/3725/3716/919/55509/10000/3265/283106/916/3845/3458/4792/2353/10538/207/10125/5604/27040/5595/1459/5606/6774/5605/238/27436/5534/7535/6772/940/1457/5335/4773/3460/5594/5894/54106/5291/5290/5530/1950/5295/5603/4794/3459/1956/3551/3717/29126",49
"Metabolism","Glycan biosynthesis and metabolism","hsa00512","Mucin type O-glycan biosynthesis","23/3680","36/9436",0.638888888888889,1.63819444444444,3.06743106718111,0.0021525926976466,0.00778072568836845,0.00417772924872202,"256435/2590/374378/50614/57452/9245/6483/10610/55808/2589/10331/79623/11227/9334/117248/51301/55568/56913/168391/63917/6482/2650/29071",23
"Metabolism","Nucleotide metabolism","hsa00230","Purine metabolism","66/3680","128/9436",0.515625,1.32212975543478,2.93387839728222,0.00247329346552556,0.00877092891762437,0.00470940214900505,"84618/205/5142/26289/11164/132/9060/953/22978/5138/2977/5139/51292/957/122481/122622/5151/4833/115/3000/56953/124583/5141/5143/6241/93034/109/7498/1716/284958/50940/5136/471/2618/5152/158/956/2272/111/55276/1633/9061/8654/2982/5144/102157402/8622/5145/2766/4907/221264/51020/5169/5167/27115/221823/5137/107/50484/114/50808/9615/203/158067/5634/2986",66
"Human Diseases","Infectious disease: bacterial","hsa05132","Salmonella infection","120/3680","251/9436",0.47808764940239,1.22587909232635,2.90006534253186,0.00248065927711081,0.00877092891762437,0.00470940214900505,"5293/998/3725/5788/375/10000/10006/3799/5599/6934/3265/391/5286/79026/5058/79659/838/7132/5288/51135/10376/7846/84790/4633/10810/11035/4792/57381/2353/1778/3320/3831/207/23191/23339/302/5604/257364/5595/197259/6416/5606/9267/10627/103910/84617/5289/596/5605/1785/8677/5585/9266/581/6237/9475/388/58484/10097/1639/83439/9648/3553/3800/1781/10398/63916/81027/5594/10454/55207/5894/51143/1499/79443/387/54106/3836/7879/5291/5217/26084/3840/8743/5290/399/3576/5602/112574/6500/51164/26999/5601/55770/8737/203068/5603/6885/23118/51429/60/9265/5879/3569/54205/10392/9844/27072/5898/1780/10095/93408/5420/60412/653857/3551/23643/8767/81873/51209",120
"Organismal Systems","Endocrine system","hsa04927","Cortisol synthesis and secretion","37/3680","65/9436",0.569230769230769,1.45958193979933,2.97276878568154,0.00250236876900522,0.00877092891762437,0.00470940214900505,"5567/5087/3776/90993/775/3709/3164/6667/84876/949/1583/5151/8912/115/2767/109/3777/1386/1385/23236/5332/2778/468/8911/3708/776/111/185/57552/8622/9586/107/64764/6770/114/2776/2516",37
"Metabolism","Amino acid metabolism","hsa00310","Lysine degradation","36/3680","63/9436",0.571428571428571,1.46521739130435,2.96224774017649,0.00260086682099704,0.00902500786885974,0.00484582555069975,"63976/5351/7799/9869/55870/23127/56950/64754/1892/38/4297/217/83852/11105/51268/84444/79709/79823/29072/5352/2122/1962/7468/3033/80854/93166/501/64324/85007/39/1738/2146/58508/54904/79813/6839",36
"Environmental Information Processing","Signal transduction","hsa04310","Wnt signaling pathway","86/3680","174/9436",0.494252873563218,1.26732883558221,2.84578778871527,0.00307276931824786,0.0105569401329902,0.00566837070692935,"3725/5567/57216/59352/89780/5599/22943/23411/8945/6934/1488/283106/55366/8061/595/4316/81029/894/4040/144165/23002/5663/440193/4088/7090/1387/5579/6477/1459/5176/50964/2535/7473/7484/54894/8313/5578/4089/9475/5534/83439/8324/1457/343637/23236/5332/4773/164284/84133/5880/102800317/9978/1499/387/7474/166336/2932/8607/79718/5602/5530/80319/27123/817/324/4163/6500/1452/815/23291/5601/5467/23500/6885/84870/5879/8326/8321/51384/8454/64321/340419/7091/7088/4920/6907",86
"Organismal Systems","Endocrine system","hsa04925","Aldosterone synthesis and secretion","52/3680","98/9436",0.530612244897959,1.36055900621118,2.86877785679289,0.00315162776879711,0.0107217140762019,0.00575684329284921,"5567/480/493/57172/57118/90993/747/5138/775/3709/466/3164/490/84876/949/5587/801/1583/8912/115/5579/5578/2767/25865/109/3777/5581/4929/1386/1385/23236/5332/2778/468/8911/3708/8536/491/776/111/185/817/814/815/221955/9586/107/64764/6770/114/2776/492",52
"Human Diseases","Cancer: specific types","hsa05225","Hepatocellular carcinoma","84/3680","170/9436",0.494117647058824,1.2669820971867,2.8086325319183,0.00344228066367139,0.0115968096145046,0.00622671106254303,"5293/2475/1870/8289/1647/2948/4259/7042/89780/10000/9446/6934/3265/3481/595/81029/4040/4257/3845/6602/6655/8110/7043/207/399694/5604/4088/3480/5579/5595/29117/5336/2535/7473/7484/6603/8313/5578/4087/4089/5605/9817/6597/7040/581/6654/83439/4780/8324/598/1869/5335/10587/5594/5894/7048/1499/55193/7474/2932/5291/7012/5290/86/2549/5295/51426/324/1452/1871/2938/221357/57492/60/1956/8326/8321/1021/4233/51384/6604/6595/53358/7046",84
"Cellular Processes","Transport and catabolism","hsa04137","Mitophagy - animal","55/3680","105/9436",0.523809523809524,1.34311594202899,2.82687054531734,0.00352296115102325,0.0117544953788949,0.00631137777055785,"9927/3725/4580/441925/440738/5599/54708/664/3265/283106/22800/55626/23710/3845/6667/643246/1965/25820/6477/267/1459/22879/7314/8678/10241/64750/23770/6237/79735/10651/1457/598/1869/84557/6714/23786/468/25813/4286/9868/7879/22808/5602/345778/5601/2309/5071/54543/8887/27342/57154/51024/665/7415/10075",55
"Metabolism","Metabolism of cofactors and vitamins","hsa00670","One carbon pool by folate","24/3680","39/9436",0.615384615384615,1.57792642140468,2.89164323028601,0.00358540563976774,0.0118489119714229,0.00636207316530215,"1491/10768/4548/6472/160428/4522/10588/471/191/2618/10841/200895/10840/441024/29958/23743/635/501/27430/25902/1738/23382/2731/1757",24
"Metabolism","Lipid metabolism","hsa00564","Glycerophospholipid metabolism","54/3680","103/9436",0.524271844660194,1.34430139299282,2.80919074013899,0.00372253137862996,0.0121860225319302,0.00654307898726419,"5320/26279/5321/55224/8443/1103/259230/84647/142891/57678/196051/8525/1606/160851/123745/283748/10423/54947/10400/8526/9489/10908/23646/8605/79143/129642/151056/2820/8527/8760/54675/64900/56894/23761/8398/23171/5337/1608/5130/1609/84803/1040/166929/64850/79888/56895/1607/9162/55326/84513/10434/9791/375775/9468",54
"Human Diseases","Infectious disease: parasitic","hsa05145","Toxoplasmosis","58/3680","112/9436",0.517857142857143,1.32785326086957,2.79075592487546,0.00387183921465784,0.0125563383877221,0.00674191383172098,"3716/2773/3310/3915/3918/3586/3914/7042/10000/3688/5599/10105/3587/7132/51135/3458/4792/7043/207/5595/2775/146850/23533/5606/4843/6774/284217/3909/596/7040/3655/6772/598/958/3911/3460/5594/10454/1234/3592/5602/5601/3117/3108/5603/6885/3910/3908/3459/23118/54205/2770/3912/3551/23643/3717/10319/331",58
"Metabolism","Lipid metabolism","hsa00061","Fatty acid biosynthesis","13/3680","18/9436",0.722222222222222,1.85187198067633,2.89244901456901,0.00441229620844998,0.0141765442993717,0.00761185603212131,"51102/55301/51703/32/23205/197322/31/81616/2181/2180/23305/7923/2182",13
"Human Diseases","Cancer: overview","hsa05230","Central carbon metabolism in cancer","39/3680","71/9436",0.549295774647887,1.40846601347214,2.76226715376864,0.00456686159640342,0.0145385410454311,0.00780622407110966,"5293/2475/4914/10000/5214/5979/3098/5223/3265/3939/3948/160287/57103/3945/3845/2322/207/5604/5315/4916/3418/5595/2064/5605/6510/3099/2744/5594/5894/5291/5290/5156/5295/5159/2645/1956/4233/2260/2539",39
"Organismal Systems","Nervous system","hsa04720","Long-term potentiation","37/3680","67/9436",0.552238805970149,1.41601232965607,2.73231932095984,0.00502942070589736,0.0158655362267853,0.00851873172195054,"6195/5567/5906/3265/2915/775/3845/3709/10411/801/5604/1387/2903/5579/5595/5578/5605/5534/23236/5332/5594/468/3708/5894/5530/817/2891/814/815/2890/6196/107/114/2776/2902/6197/27330",37
"Organismal Systems","Endocrine system","hsa04929","GnRH secretion","36/3680","65/9436",0.553846153846154,1.42013377926421,2.71760153445632,0.00527404904997589,0.0164873425256003,0.00885260011233506,"5293/3782/10000/3265/3767/408/775/3845/3709/2100/207/5604/8912/5579/5595/5578/2767/5605/3783/2797/23236/5332/3763/5594/8911/3708/5894/776/5291/5290/5295/3781/1081/2852/2776/9568",36
"Environmental Information Processing","Signal transduction","hsa04630","JAK-STAT signaling pathway","82/3680","168/9436",0.488095238095238,1.25153985507246,2.63028557746013,0.005752932697023,0.0178238182666695,0.00957019818959653,"5293/2475/163702/1441/3716/3953/3595/3570/3586/29949/50604/10000/3559/8027/3265/1270/23529/595/3587/894/6778/3458/50616/6655/207/8554/1387/3566/50615/6777/6774/5771/596/51588/3594/282618/6654/9655/6772/6775/316/598/3454/3460/5008/5155/5894/53833/5291/3592/5290/5156/1950/59067/3600/5618/3977/2690/133396/3572/5295/85480/1437/3567/3578/5159/5292/53832/116379/3459/3569/1956/3952/3574/3717/3456/3467/3439/338376/3598/3597/2273",82
"Human Diseases","Cancer: specific types","hsa05213","Endometrial cancer","33/3680","59/9436",0.559322033898305,1.43417464996315,2.67481025510612,0.00605955645368574,0.0185305798165385,0.00994968186721467,"5293/1647/10000/29119/6934/3265/595/3845/6655/207/5604/5595/999/2064/8313/5605/581/6654/1496/83439/5594/5894/1499/2932/5291/5290/1950/5295/51426/324/1495/2309/1956",33
"Human Diseases","Cancer: specific types","hsa05226","Gastric cancer","74/3680","150/9436",0.493333333333333,1.26497101449275,2.61555662921668,0.00608785619332965,0.0185305798165385,0.00994968186721467,"5293/2475/1870/1647/6258/7042/89780/10000/29119/6934/3265/595/2249/81029/4040/3845/6655/7043/207/399694/5604/4088/5595/999/2064/3728/2535/7473/7484/8313/4087/4089/596/5605/898/7040/581/6654/1496/83439/8324/1869/5594/5894/5915/7048/1499/7474/2932/5291/7012/5290/2250/1950/2247/2549/5295/51426/324/1495/2246/1452/1871/1956/8326/5243/8321/4233/51384/6469/53358/7046/6256/8823",74
"Cellular Processes","Cell growth and death","hsa04218","Cellular senescence","77/3680","157/9436",0.490445859872611,1.25756715591249,2.60210124361937,0.00627908247698987,0.0188603940161548,0.0101267700314255,"5293/2475/1870/1647/204851/83593/9261/7042/824/286826/10000/23411/90550/8945/3265/22800/10114/595/4361/472/2113/2305/894/3845/3709/4193/59341/8900/2308/7043/801/207/5604/4088/5595/5934/5606/4087/5605/898/7040/6237/5534/1869/5933/4773/5594/3708/5894/7048/776/22808/5291/545/5290/3576/132660/5530/5295/10111/7416/23291/1871/3135/5603/2309/10758/3569/1021/5054/28996/2626/1978/7419/4683/7046/7248",77
"Human Diseases","Infectious disease: viral","hsa05166","Human T-cell leukemia virus 1 infection","106/3680","224/9436",0.473214285714286,1.21338315217391,2.58429233740579,0.00630491557888749,0.0188603940161548,0.0101267700314255,"5293/1870/1031/3725/3716/5567/2005/7042/10000/3559/8829/5599/1959/119504/4791/3265/90993/8061/595/25906/4316/472/916/2113/894/7132/3845/51433/5901/8900/8881/4792/2353/7043/207/83660/5604/4088/64784/1387/115/5595/55697/6416/6777/9020/996/4087/4089/5605/8498/3383/23373/898/7538/7040/581/109/7514/5534/3554/1386/1385/598/1869/958/4773/2114/5594/468/8850/7048/111/25847/5291/545/5290/1739/29945/5602/5530/3600/10393/5295/1437/7416/1958/4488/821/5601/1871/3135/3117/3108/6722/8379/3569/9586/107/8295/64764/3551/7419/114/7046/331",106
"Environmental Information Processing","Signaling molecules and interaction","hsa04514","Cell adhesion molecules","78/3680","160/9436",0.4875,1.25001358695652,2.55022031668401,0.0072206211563289,0.0212618763091344,0.0114162053897066,"149461/5792/257194/7412/22854/965/914/79679/50848/5788/23114/947/8516/3688/64115/57689/923/9379/4684/644672/23705/120425/5818/83700/84189/9071/9369/4756/80381/3684/1003/1001/999/2734/1366/57555/3384/5175/5797/1000/10666/5802/3383/4099/5817/5819/94030/6382/9378/3655/940/1493/6385/958/1002/4685/23562/7122/3680/214/941/5010/22871/9076/10686/100132463/1462/3135/3117/3108/49861/4897/6383/29126/80380/84628/100288814/83692",78
"Cellular Processes","Cellular community - eukaryotes","hsa04550","Signaling pathways regulating pluripotency of stem cells","71/3680","144/9436",0.493055555555556,1.26425875603865,2.55499762466977,0.00723026341348088,0.0212618763091344,0.0114162053897066,"5293/3716/9869/10637/7044/89780/10000/648/657/3265/5080/81029/3845/83729/3479/6926/4093/652/2103/207/388112/5604/4088/3480/5595/463/6774/2535/7473/7484/8313/4087/4089/5605/3398/4211/3625/92/90/8324/659/5594/5894/1499/7474/2932/5291/6498/5290/10336/658/2247/4086/3977/3670/3572/5295/324/4090/9421/3720/3400/5603/3198/3624/8326/8321/51384/2260/3717/9314",71
"Metabolism","Glycan biosynthesis and metabolism","hsa00604","Glycosphingolipid biosynthesis - ganglio series","11/3680","15/9436",0.733333333333333,1.88036231884058,2.72830577474234,0.00744412657600761,0.0217068228728961,0.0116551119323604,"256435/81849/6489/3073/6483/29906/8869/2720/3074/6482/30815",11
"Human Diseases","Endocrine and metabolic disease","hsa04930","Type II diabetes mellitus","27/3680","47/9436",0.574468085106383,1.47301110083256,2.59923209786768,0.00780969309396935,0.022583029196728,0.012125576119584,"5590/5293/2475/777/5599/3098/3767/6833/775/8660/5315/5595/3643/773/5581/3099/3667/5594/5580/776/5291/5290/5602/5295/5601/2645/3551",27
"Human Diseases","Cancer: specific types","hsa05218","Melanoma","39/3680","73/9436",0.534246575342466,1.369877903514,2.53656954989102,0.0084634682069335,0.0242712683289746,0.0130320476087623,"5293/1870/1647/10000/3265/595/2249/3845/4193/3479/207/5604/3480/5595/999/5605/581/1869/5594/5155/5894/4286/5291/5290/5156/2250/1950/2247/56034/5295/51426/2246/5159/1871/1956/1021/4233/2260/8823",39
NA,NA,"hsa04081","Hormone signaling","103/3680","219/9436",0.470319634703196,1.2059608894183,2.46573551900895,0.00872352884066259,0.0246192052637661,0.0132188664695483,"2782/5293/4879/3061/3953/55970/5567/2773/51094/2786/5592/657/150/2834/3481/887/797/341208/1813/79602/5744/10411/552/3479/4842/4093/2862/8660/54331/2100/1734/10681/3480/115/2775/7067/6777/6774/3690/2793/10672/6752/4089/6794/2767/3643/57817/2696/94235/109/3973/90/11069/30061/3667/5173/2797/23236/5332/6714/4159/2778/5021/7068/5745/387/1814/111/5291/185/5290/59345/6750/152/658/4086/4883/5618/2690/5295/4090/154/147/1812/3062/1081/117247/2099/7432/2852/2768/1395/10268/107/2770/2783/3952/7201/114/3717/9630/2776/6567",103
"Human Diseases","Cancer: overview","hsa05203","Viral carcinogenesis","97/3680","205/9436",0.473170731707317,1.21327147401909,2.46842419465546,0.00872669235574417,0.0246192052637661,0.0132188664695483,"5293/23352/998/3065/3725/3716/5567/2959/9261/7188/1959/4791/3265/2965/90993/595/894/3845/51564/4193/5829/8900/4792/87/5700/7187/7337/5315/1387/7874/5595/5934/55697/7531/6777/6774/10014/5366/718/898/3249/81/581/3661/10971/5610/11036/1386/1385/6672/9759/5933/6714/7529/5594/7533/468/79885/8850/1233/1234/387/5291/5922/5290/1739/3516/6502/3572/5295/8366/3018/8344/8360/8367/8361/8345/8346/8970/3135/28973/6722/8379/5879/85477/9734/9586/7532/1021/27044/64764/7419/4067/7534/2934/1654/55869",97
"Human Diseases","Cancer: specific types","hsa05216","Thyroid cancer","22/3680","37/9436",0.594594594594595,1.52461809635723,2.55645276869764,0.00923209591432594,0.0258349780828314,0.0138716551514065,"1647/7170/4914/6258/5979/8031/6934/3265/595/3845/5604/5595/999/5605/581/83439/5594/5468/1499/10342/51426/6256",22
"Metabolism","Metabolism of cofactors and vitamins","hsa00770","Pantothenate and CoA biosynthesis","14/3680","21/9436",0.666666666666667,1.70942028985507,2.6021813477244,0.00946580511086337,0.0262770749877567,0.0141090316178764,"1806/60496/586/51380/217/60490/51733/339896/79646/5169/5167/8876/8875/1807",14
NA,NA,"hsa04981","Folate transport and metabolism","19/3680","31/9436",0.612903225806452,1.57156381486676,2.5485939168462,0.00983161460991971,0.0270759545209693,0.0145379764908587,"4548/9356/2352/2348/11309/6472/10257/4522/10588/4363/113235/8714/6573/200895/10057/9429/23743/635/2356",19
"Organismal Systems","Nervous system","hsa04724","Glutamatergic synapse","58/3680","116/9436",0.5,1.2820652173913,2.44402161347773,0.0100200900175522,0.0273777262684299,0.014700007733997,"2782/23154/6512/55970/5567/2773/5321/2786/6506/22941/2915/2893/2900/775/3709/81539/54331/123745/283748/10681/9455/115/2903/5579/5595/2775/2793/5578/9229/773/2901/94235/8605/50944/109/5534/2744/23236/5332/2778/5594/3708/776/111/5337/59345/5530/2891/6507/9456/2890/107/2770/2783/114/6505/2776/2902",58
"Environmental Information Processing","Signaling molecules and interaction","hsa04060","Cytokine-cytokine receptor interaction","136/3680","298/9436",0.456375838926175,1.17020717829005,2.38723347720067,0.0103956207432955,0.0281818781087778,0.0151317834832509,"8784/943/163702/1441/353500/3953/3595/1435/4803/3570/356/8995/7292/3586/29949/50604/7042/3559/6387/2662/657/355/1270/23529/84957/3587/7132/94/83729/3458/50616/55504/8600/652/7043/3603/3566/50615/6367/27189/6347/6354/6355/6346/6360/6348/414062/8792/970/8740/6370/3594/9518/282618/7040/151449/3554/8808/10913/3553/27178/27177/26525/84639/3557/3625/7852/92/90/2660/659/57007/8200/958/655/3454/3460/23765/5008/132014/7048/1233/10803/2829/729230/1234/53833/3592/8743/3556/768211/3576/6372/5197/2919/5196/10563/658/59067/3600/5618/3977/2690/56477/133396/3572/85480/1437/3567/3578/1436/27242/112744/653/53832/3459/3569/3624/10344/3952/8794/3574/392255/4982/90865/3456/3467/3439/338376/7046/9966/944/60401/2833/3598/3597",136
